GEOID,Dam_Name,Other_Names,Former_Names,NID_ID,Other_Structure_ID,Federal_ID,Owner_Names,Owner_Types,Primary_Owner_Type,Number_of_Associated_Structures,Is_Associated_Structure?,Designer_Names,Non-Federal_Dam_on_Federal_Property,Primary_Purpose,Purposes,Source_Agency,State_or_Federal_Agency_ID,Latitude,Longitude,State,County,City,Distance_to_Nearest_City_Miles,River_or_Stream_Name,Congressional_District,State_Regulated_Dam,State_Jurisdictional_Dam,State_Regulatory_Agency,State_Permitting_Authority,State_Inspection_Authority,State_Enforcement_Authority,Federally_Regulated_Dam,Federal_Agency_Owners,Federal_Agency_Involvement_Funding,Federal_Agency_Involvement_Design,Federal_Agency_Involvement_Construction,Federal_Agency_Involvement_Regulatory,Federal_Agency_Involvement_Inspection,Federal_Agency_Involvement_Operation,Federal_Agency_Involvement_Other,Built_Under_the_Authority_of_the_Secretary_of_Agriculture,NRCS_Watershed_Dam_Authorization,Primary_Dam_Type,Dam_Types,Core_Types,Foundation,Dam_Height_Ft,Hydraulic_Height_Ft,Structural_Height_Ft,NID_Height_Ft,NID_Height_Category,Dam_Length_Ft,Volume_Cubic_Yards,Year_Completed,Year_Completed_Category,Years_Modified,NID_Storage_Acre-Ft,Max_Storage_Acre-Ft,Normal_Storage_Acre-Ft,Surface_Area_Acres,Drainage_Area_Sq_Miles,Max_Discharge_Cubic_Ft/Second,Spillway_Type,Spillway_Width_Ft,Number_of_Locks,Length_of_Locks_ft,Lock_Width_Ft,Length_of_Secondary_Lock_Ft,Secondary_Lock_Width_Ft,Outlet_Gate_Type,Data_Last_Updated,Last_Inspection_Date,Inspection_Frequency,Hazard_Potential_Classification,Condition_Assessment,Condition_Assessment_Date,EAP_Prepared,EAP_Last_Revision_Date,Website_URL,Operational_Status,Operational_Status_Date,Inundation_Maps_Added_to_NID?,American_Indian/Alaska_Native/Native_Hawaiian,geometry,STATEFP,COUNTYFP,TRACTCE,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
37085071302,Blanchard Lake Dam #4,NA,NA,NC06965,NA,NC06965,"Farm at Five Ponds Homeowners Association, Inc.",Private,Private,NA,No,NA,NA,Other,Other,North Carolina,HARNE-105,35.3248,-79.0578,North Carolina,Harnett,NA,NA,NA,"North Carolina, Congressional District 09",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Earth,Earth,NA,NA,NA,NA,NA,0,Undetermined,NA,NA,NA,Undetermined,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,NA,NA,High,NA,NA,No,NA,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-79.0578, 35.3248)",37,085,071302,713.02,Census Tract 713.02,G5020,S,25592624,334666,+35.3033559,-079.0601902
37069060302,100 Rex Place Dam,NA,NA,NC06539,NA,NC06539,Ronald Gary Strickland Testamentary Trust,Private,Private,NA,No,NA,NA,Recreation,Recreation,North Carolina,FRANK-336,36.081,-78.302,North Carolina,Franklin,NA,NA,UT to Tar River,"North Carolina, Congressional District 01",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,14,18,18,Less than 25 feet,320,NA,NA,Undetermined,NA,17,17,16,2.4,18,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2023-02-22,NA,High,Fair,NA,Yes,2022-04-01,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-78.302, 36.081)",37,069,060302,603.02,Census Tract 603.02,G5020,S,57176905,557569,+36.0702219,-078.3155603
37161960301,Winterle Road Dam,NA,NA,NC07309,NA,NC07309,Three Creeks Property Owners Association,Private,Private,NA,No,NA,NA,Debris Control,Debris Control,North Carolina,RUTHE-079,35.5078,-82.1754,North Carolina,Rutherford,NA,NA,Bailey Creek,"North Carolina, Congressional District 11",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Earth,Earth,NA,NA,NA,NA,NA,0,Undetermined,NA,NA,NA,Undetermined,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,NA,NA,High,NA,NA,No,NA,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-82.1754, 35.5078)",37,161,960301,9603.01,Census Tract 9603.01,G5020,S,103409235,1172517,+35.4715724,-082.1806256
37159051302,Ellis Crossroads Raw Water Reservoir Dam #2,NA,NA,NC05082,NA,NC05082,City of Salisbury,Local Government,Local Government,0,No,NA,NA,Water Supply,Water Supply,North Carolina,ROWAN-039,35.7264,-80.4681,North Carolina,Rowan,NA,NA,Deals Creek,"North Carolina, Congressional District 08",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,25,30,30,25-50 feet,1300,NA,NA,Undetermined,1997,39.6,39.6,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2023-03-30,NA,High,Fair,NA,Yes,2016-04-01,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-80.4681, 35.7264)",37,159,051302,513.02,Census Tract 513.02,G5020,S,41594845,509672,+35.7332839,-080.4752770
37181961000,Buffalo Millpond Dam,NA,NA,NC04436,NA,NC04436,"Buffaloe Milling Company, Inc.",Private,Private,0,No,NA,NA,Irrigation,Irrigation;Recreation,North Carolina,VANCE-034,36.2289,-78.4218,North Carolina,Vance,NA,NA,Buffalo Creek,"North Carolina, Congressional District 01",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Masonry,Masonry,NA,NA,NA,20,20,20,Less than 25 feet,0,NA,1864,Before 1900,NA,80,80,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2021-11-30,NA,High,Fair,NA,No,NA,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-78.4218, 36.2289)",37,181,961000,9610,Census Tract 9610,G5020,S,134932554,348443,+36.2320332,-078.4362328
37119005815,Raintree Dam #2,Big Cricket Lake Dam,NA,NC03469,NA,NC03469,"Village of Raintree Homeowners, Inc.",Private,Private,0,No,NA,NA,Recreation,Recreation,North Carolina,MECKL-102,35.08833,-80.78083,North Carolina,Mecklenburg,NA,NA,Fourmile Creek,"North Carolina, Congressional District 14",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,14,18,18,Less than 25 feet,473,NA,NA,Undetermined,NA,43,43,34,6.5,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2023-04-12,NA,High,Fair,NA,Yes,2020-07-01,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-80.78083, 35.08833)",37,119,005815,58.15,Census Tract 58.15,G5020,S,5314033,185321,+35.0872209,-080.7979171
37183053808,Manchester Dam,NA,NA,NC04964,NA,NC04964,"Manchester Homeowners Association, Inc.",Private,Private,0,No,NA,NA,Recreation,Recreation,North Carolina,WAKE-337,35.9227,-78.6241,North Carolina,Wake,Raleigh,0,Honeycutt Creek,"North Carolina, Congressional District 02",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,16,23,23,Less than 25 feet,0,NA,NA,Undetermined,NA,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2023-02-24,NA,High,Fair,NA,Yes,2016-04-01,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-78.6241, 35.9227)",37,183,053808,538.08,Census Tract 538.08,G5020,S,20198906,550979,+35.9160274,-078.6207817
37189920602,Town of Boone Water Supply Dam,Winklers Creek Lake Dam,NA,NC00252,NA,NC00252,Town of Boone Public Utilities,Local Government,Local Government,0,No,NA,NA,Water Supply,Water Supply,North Carolina,WATAU-004,36.17639,-81.68611,North Carolina,Watauga,Boone,3,North Prong Flannery Fork,"North Carolina, Congressional District 05",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,69,77,77,51-100 feet,275,NA,1957,1950-1959,NA,226,226,132,11,588,4100,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2022-02-22,NA,High,Fair,NA,Yes,2018-01-01,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-81.68611, 36.17639)",37,189,920602,9206.02,Census Tract 9206.02,G5020,S,28979071,159481,+36.1831344,-081.7108761
37125950506,Shadow Lake Dam,NA,NA,NC00078,NA,NC00078,Village of Whispering Pines,Local Government,Local Government,0,No,NA,NA,Recreation,Recreation,North Carolina,MOORE-063,35.257,-79.35706,North Carolina,Moore,NA,NA,UT to Little River,"North Carolina, Congressional District 09",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,25,29,29,25-50 feet,650,NA,1967,1960-1969,NA,364,364,257,25.4,696,404,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2021-05-27,NA,Low,Fair,NA,Yes,2019-10-01,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-79.35706, 35.257)",37,125,950506,9505.06,Census Tract 9505.06,G5020,S,29596621,1844910,+35.2481734,-079.3719151
37113970100,Pyle Dam,NA,NA,NC01364,NA,NC01364,Honelowee Estates Owners Assoc.,Private,Private,0,No,USDA NRCS,NA,Recreation,Recreation,North Carolina,MACON-023,35.26722,-83.42139,North Carolina,Macon,Oak Grove,3.5,Potts Branch,"North Carolina, Congressional District 11",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,Natural Resources Conservation Service,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,23,28,28,25-50 feet,192,NA,1977,1970-1979,NA,28,28,16,2.5,320,650,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2022-04-06,NA,Significant,Fair,NA,Yes,2023-01-01,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-83.42139, 35.26722)",37,113,970100,9701,Census Tract 9701,G5020,S,118914565,669005,+35.2798149,-083.3852422
37021002205,Feid Pond Dam,Morgan Dam,NA,NC01924,NA,NC01924,Robin Kanipe,Private,Private,0,No,NA,NA,Recreation,Recreation,North Carolina,BUNCO-062,35.467,-82.499,North Carolina,Buncombe,Fletcher,5,Pinners Creek,"North Carolina, Congressional District 11",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,14,19,19,Less than 25 feet,270,NA,NA,Undetermined,NA,14,11,14,1.8,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2022-03-14,NA,Significant,Satisfactory,NA,No,NA,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-82.499, 35.467)",37,021,002205,22.05,Census Tract 22.05,G5020,S,11396083,10137,+35.4703370,-082.4960745
37051001000,Mintz Lake Dam,NA,NA,NC01132,NA,NC01132,Fayetteville Public Works Commission,Local Government,Local Government,0,No,NA,NA,Water Supply,Water Supply,North Carolina,CUMBE-040,35.089,-78.924,North Carolina,Cumberland,Fayetteville,2,Little Cross Creek,"North Carolina, Congressional District 09",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,8,12,12,Less than 25 feet,550,NA,1920,1920-1929,NA,103,103,49,15,3972,685,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2022-05-12,NA,High,Fair,NA,Yes,2023-04-01,https://damsafety.org/north-carolina,NA,NA,No,Lumbee SDTSA,"c(-78.924, 35.089)",37,051,001000,10,Census Tract 10,G5020,S,3567124,35668,+35.0831932,-078.9110510
37183054215,Watkins Lake Dam,NA,NA,NC00996,NA,NC00996,"Watkins Pond, Inc.",Private,Private,0,No,NA,NA,Irrigation,Irrigation;Recreation,North Carolina,WAKE-076,35.8798,-78.4925,North Carolina,Wake,Milburnie,8,Powell Creek,"North Carolina, Congressional District 02",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,NA,15,15,Less than 25 feet,500,NA,1950,1950-1959,NA,121,121,101,NA,NA,307,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2021-03-29,NA,Significant,Fair,NA,No,NA,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-78.4925, 35.8798)",37,183,054215,542.15,Census Tract 542.15,G5020,S,20146467,103913,+35.8963561,-078.4674384
37119001508,Oakwood Lane Dam,Williams Lake Dam,NA,NC03410,NA,NC03410,Ronald L Stading,Private,Private,0,No,NA,NA,Recreation,Recreation,North Carolina,MECKL-041,35.2425,-80.7311,North Carolina,Mecklenburg,NA,NA,Reedy Creek,"North Carolina, Congressional District 12",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,16,20,20,Less than 25 feet,150,NA,NA,Undetermined,1994,46,46,38,6.1,130,380,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2023-04-05,NA,High,Fair,NA,Yes,2023-04-01,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-80.7311, 35.2425)",37,119,001508,15.08,Census Tract 15.08,G5020,S,5658429,120769,+35.2425999,-080.7271364
37183054203,Mason Lake Dam,NA,NA,NC00865,NA,NC00865,Diazit Company Inc,Private,Private,0,No,NA,NA,Recreation,Recreation,North Carolina,WAKE-038,36.0085,-78.5322,North Carolina,Wake,Wake Forest,2.4,Horse Creek,"North Carolina, Congressional District 02",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,12,15,15,Less than 25 feet,480,NA,1962,1960-1969,NA,52,52,43,2.5,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2022-02-15,NA,High,Fair,NA,No,NA,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-78.5322, 36.0085)",37,183,054203,542.03,Census Tract 542.03,G5020,S,12298511,64338,+35.9998282,-078.5412565
37063002026,Stratford Lake Dam #1,Lake Avon Dam,NA,NC01041,NA,NC01041,"Ed-Frazier Pointe, LLC",Private,Private,0,No,NA,NA,Recreation,Recreation,North Carolina,DURHA-025,35.9438,-78.9154,North Carolina,Durham,Farrington,20,Third Fork Creek,"North Carolina, Congressional District 04",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,21,25,25,25-50 feet,540,NA,1959,1950-1959,NA,75,75,59,6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2022-03-09,NA,Significant,Fair,NA,No,NA,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-78.9154, 35.9438)",37,063,002026,20.26,Census Tract 20.26,G5020,S,5682386,89514,+35.9457669,-078.8971197
37189920400,Asu-Norris Branch Dam,NA,NA,NC01524,NA,NC01524,Appalachian State University Physical Plant,State,State,0,No,NA,NA,Water Supply,Water Supply,North Carolina,WATAU-016,36.23849,-81.6699,North Carolina,Watauga,Boone,2,Norris Branch,"North Carolina, Congressional District 05",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,104,112,112,Greater than 100 feet,480,NA,1974,1970-1979,NA,762,762,564,22,220,925,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2022-05-19,NA,High,Fair,NA,Yes,2013-05-16,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-81.6699, 36.23849)",37,189,920400,9204,Census Tract 9204,G5020,S,44906169,121820,+36.2484663,-081.6987758
37119005709,Devore Dam,NA,NA,NC06590,NA,NC06590,Kenneth E Conley,Private,Private,NA,No,NA,NA,Other,Other,North Carolina,MECKL-245,35.1391,-80.6929,North Carolina,Mecklenburg,NA,NA,NA,"North Carolina, Congressional District 12",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Other,Other,NA,NA,NA,NA,NA,0,Undetermined,NA,NA,NA,Undetermined,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2023-04-16,NA,High,Fair,NA,No,NA,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-80.6929, 35.1391)",37,119,005709,57.09,Census Tract 57.09,G5020,S,4573090,35549,+35.1316651,-080.6975854
37125950100,A & C Enterprise Dam,NA,NA,NC03575,NA,NC03575,"Monroe Paisley Properties, LLC",Private,Private,0,No,NA,NA,Recreation,Recreation,North Carolina,MOORE-126,35.4502,-79.4891,North Carolina,Moore,Glendon,4,Lick Creek,"North Carolina, Congressional District 09",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,30,35,35,25-50 feet,900,NA,1980,1980-1989,NA,350,350,300,25,1402,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2021-12-21,NA,Low,Poor,NA,No,NA,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-79.4891, 35.4502)",37,125,950100,9501,Census Tract 9501,G5020,S,234746147,1995176,+35.4679562,-079.4705870
37081017000,Donald Cox Dam,NA,NA,NC05557,NA,NC05557,Kimberly A Cox,Private,Private,0,No,NA,NA,Recreation,"Recreation;Fire Protection, Stock, Or Small Fish Pond",North Carolina,GUILF-306,35.94,-79.6828,North Carolina,Guilford,Greensboro,10,UT to Big Alamance Creek,"North Carolina, Congressional District 06",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,13,15,15,Less than 25 feet,265,NA,NA,Undetermined,NA,13.2,13.2,12,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2022-03-02,NA,High,Fair,NA,No,NA,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-79.6828, 35.94)",37,081,017000,170,Census Tract 170,G5020,S,123509658,955274,+35.9508347,-079.6157216
37179020100,David Hyatt Nursery Dam #2,NA,NA,NC05409,NA,NC05409,"David G. Hyatt Company, Inc.",Private,Private,0,No,NA,NA,Irrigation,Irrigation;Recreation,North Carolina,UNION-078,35.0692,-80.4045,North Carolina,Union,NA,NA,NA,"North Carolina, Congressional District 08",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,36,40,40,25-50 feet,NA,NA,NA,Undetermined,NA,60.4,60.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2020-10-20,NA,Low,Fair,NA,No,NA,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-80.4045, 35.0692)",37,179,020100,201,Census Tract 201,G5020,S,222052543,1632760,+35.0964380,-080.3591790
37045951501,Lake Houser Dam,NA,NA,NC00106,NA,NC00106,Mike Houser,Private,Private,0,No,NA,NA,Recreation,Recreation,North Carolina,CLEVE-011,35.2221,-81.7293,North Carolina,Cleveland,"Cherokee Falls, SC",15.2,Broad River,"North Carolina, Congressional District 10",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,45,55,55,51-100 feet,340,NA,1970,1970-1979,NA,660,660,360,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2020-10-28,NA,Significant,Fair,NA,Yes,2016-01-05,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-81.7293, 35.2221)",37,045,951501,9515.01,Census Tract 9515.01,G5020,S,53788100,104940,+35.2501871,-081.6996053
37163971001,Stafford Pond Dam,NA,NA,NC04129,NA,NC04129,"Prestage Farms, Inc.",Private,Private,0,No,NA,NA,Irrigation,Irrigation;Recreation,North Carolina,SAMPS-011,34.829,-78.326,North Carolina,Sampson,NA,NA,Gaddy Branch,"North Carolina, Congressional District 03",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,10,15,15,Less than 25 feet,700,NA,NA,Undetermined,2000,157,157,51,12.9,485,856,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2023-01-10,NA,High,Fair,NA,Yes,2000-12-08,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-78.326, 34.829)",37,163,971001,9710.01,Census Tract 9710.01,G5020,S,206023063,167862,+34.8570440,-078.2554542
37097060901,Toby Campbell Dam,NA,NA,NC05214,NA,NC05214,Clint D Vanhoy,Private,Private,0,No,NA,NA,Irrigation,"Irrigation;Fire Protection, Stock, Or Small Fish Pond",North Carolina,IREDE-098,36.0405,-80.8461,North Carolina,Iredell,NA,NA,Hunting Creek,"North Carolina, Congressional District 10",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,18,30,30,25-50 feet,220,NA,1994,1990-1999,NA,96,96,57,8,634,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2019-11-14,NA,Low,Fair,NA,No,NA,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-80.8461, 36.0405)",37,097,060901,609.01,Census Tract 609.01,G5020,S,157522744,662125,+36.0168216,-080.9225821
37051002301,Kornbow Lake Dam,NA,NA,NC01131,NA,NC01131,Fayetteville Public Works Commission,Local Government,Local Government,0,No,NA,NA,Water Supply,Water Supply,North Carolina,CUMBE-039,35.101,-78.9289,North Carolina,Cumberland,Fayetteville,1,Little Cross Creek,"North Carolina, Congressional District 09",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,15,19,19,Less than 25 feet,770,NA,1920,1920-1929,2001,400,400,236,47,3073,590,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2022-05-12,NA,High,Fair,NA,Yes,2023-04-01,https://damsafety.org/north-carolina,NA,NA,No,Lumbee SDTSA,"c(-78.9289, 35.101)",37,051,002301,23.01,Census Tract 23.01,G5020,S,2871747,79424,+35.0928507,-078.9373372
37157041300,Stallings Lake Dam,NA,NA,NC00571,NA,NC00571,Lorene P Stallings,Private,Private,0,No,NA,NA,Recreation,Recreation,North Carolina,ROCKI-029,36.3009,-79.5448,North Carolina,Rockingham,Ashland,1,County Line Creek,"North Carolina, Congressional District 06",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,20,26,26,25-50 feet,300,NA,1967,1960-1969,NA,84,84,65,8,90,330,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2019-03-19,NA,Low,Fair,NA,No,NA,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-79.5448, 36.3009)",37,157,041300,413,Census Tract 413,G5020,S,155501276,2122308,+36.3144265,-079.5853072
37003040300,Moretz Lake Dam,NA,NA,NC01341,NA,NC01341,Brenda K Whisnant,Private,Private,0,No,NA,NA,Recreation,Recreation,North Carolina,ALEXA-011,35.8461,-81.2793,North Carolina,Alexander,Falls,26,Middle Little River,"North Carolina, Congressional District 10",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Concrete,Concrete;Arch,NA,NA,NA,30,30,30,25-50 feet,230,NA,1921,1920-1929,1941,50,50,0,0,29575,6700,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2023-03-02,NA,High,Fair,NA,No,NA,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-81.2793, 35.8461)",37,003,040300,403,Census Tract 403,G5020,S,73010551,307774,+35.8935396,-081.2619493
37081016201,Atkins Lake Dam,NA,NA,NC01592,NA,NC01592,James V Atkins,Private,Private,0,No,NA,NA,Recreation,Recreation,North Carolina,GUILF-013,36.131,-80.005,North Carolina,Guilford,Altamahaw,30,Reedy Fork Creek,"North Carolina, Congressional District 06",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,31,38,38,25-50 feet,309,NA,NA,Undetermined,NA,97,97,79,6.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2022-02-08,NA,Low,Fair,NA,No,NA,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-80.005, 36.131)",37,081,016201,162.01,Census Tract 162.01,G5020,S,48213329,283996,+36.1293695,-079.9937528
37119001603,Methodist Home Dam,NA,NA,NC03425,NA,NC03425,"Aldersgate UMRC, Inc.",Private,Private,0,No,NA,NA,Recreation,Recreation,North Carolina,MECKL-058,35.2316,-80.766,North Carolina,Mecklenburg,NA,NA,Briar Creek,"North Carolina, Congressional District 12",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,11,20,20,Less than 25 feet,200,NA,1997,1990-1999,NA,78,78,40,4,400,804,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2023-04-05,NA,High,Fair,NA,Yes,2015-10-01,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-80.766, 35.2316)",37,119,001603,16.03,Census Tract 16.03,G5020,S,2487106,15427,+35.2327298,-080.7705875
37171930902,Cedar Brook Lake Dam,NA,NA,NC01571,NA,NC01571,"Cedarbrook Country Club, Inc.",Private,Private,NA,No,NA,NA,Irrigation,Irrigation,North Carolina,SURRY-002,36.306,-80.854,North Carolina,Surry,Elkin Valley,2,Camp Creek,"North Carolina, Congressional District 05",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,22,27,27,25-50 feet,150,NA,NA,Undetermined,NA,86.4,86.4,70.4,8,295,NA,NA,NA,0,0,0,NA,NA,NA,2023-09-25,2021-09-01,2,High,Poor,2021-09-01,No,NA,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-80.854, 36.306)",37,171,930902,9309.02,Census Tract 9309.02,G5020,S,43328282,515638,+36.3014527,-080.8227531
